,Chroma 2 Case,Chroma 3 Case,Chroma Case,Clutch Case,CS20 Case,CS:GO Weapon Case,CS:GO Weapon Case 2,CS:GO Weapon Case 3,Danger Zone Case,Dreams & Nightmares Case,Falchion Case,Fracture Case,Gamma 2 Case,Gamma Case,Glove Case,Horizon Case,Huntsman Weapon Case,Operation Bravo Case,Operation Breakout Weapon Case,Operation Broken Fang Case,Operation Hydra Case,Operation Phoenix Weapon Case,Operation Riptide Case,Operation Vanguard Weapon Case,Operation Wildfire Case,Prisma 2 Case,Prisma Case,Recoil Case,Revolution Case,Revolver Case,Shadow Case,Shattered Web Case,Snakebite Case,Spectrum 2 Case,Spectrum Case,Winter Offensive Weapon Case
2023-01-20,0.987,0.813,1.352,0.337,0.197,63.677,7.89,5.899,0.193,0.627,0.336,0.18,0.996,1.023,3.507,0.233,6.9,43.615,4.267,2.093,15.085,1.713,2.199,1.081,0.637,0.176,0.175,0.625,,0.531,0.317,1.428,0.137,0.731,1.103,5.301
2023-01-21,0.991,0.828,1.374,0.337,0.204,64.563,8.048,5.842,0.196,0.647,0.343,0.183,1.029,1.037,3.499,0.23,6.886,43.32,4.29,2.114,15.436,1.738,2.224,1.106,0.659,0.177,0.177,0.653,,0.539,0.327,1.435,0.136,0.749,1.089,5.181
2023-01-22,0.974,0.834,1.383,0.332,0.212,64.331,7.818,5.531,0.198,0.654,0.345,0.185,1.027,1.012,3.498,0.235,6.887,43.293,4.321,2.1,15.272,1.755,2.251,1.139,0.658,0.177,0.178,0.68,,0.54,0.323,1.441,0.136,0.752,1.106,4.975
2023-01-23,0.981,0.829,1.436,0.328,0.196,63.867,7.515,5.573,0.203,0.641,0.336,0.182,1.014,0.997,3.413,0.229,6.841,42.167,4.316,2.151,14.883,1.834,2.211,1.116,0.665,0.175,0.175,0.671,,0.541,0.322,1.456,0.138,0.741,1.124,5.088
2023-01-24,0.996,0.83,1.397,0.33,0.199,64.653,7.747,5.581,0.207,0.64,0.342,0.18,1.01,1.011,3.374,0.231,6.799,42.96,4.306,2.122,15.518,1.846,2.254,1.137,0.661,0.175,0.176,0.67,,0.537,0.327,1.423,0.136,0.745,1.128,5.062
2023-01-25,1.011,0.826,1.418,0.331,0.197,63.408,7.769,5.599,0.2,0.646,0.341,0.185,1.028,1.02,3.343,0.232,6.708,44.502,4.388,2.074,14.85,1.811,2.269,1.12,0.662,0.174,0.175,0.671,,0.526,0.334,1.427,0.136,0.761,1.153,5.079
2023-01-26,1.01,0.828,1.423,0.327,0.197,64.181,7.687,5.766,0.199,0.663,0.346,0.184,1.048,1.027,3.262,0.236,6.883,43.138,4.359,2.105,15.257,1.857,2.309,1.114,0.656,0.173,0.173,0.685,,0.535,0.333,1.421,0.134,0.763,1.166,4.916
2023-01-27,1.019,0.829,1.431,0.325,0.201,64.025,7.85,5.58,0.203,0.677,0.348,0.185,1.021,1.041,3.226,0.237,6.882,44.133,4.419,2.104,14.679,1.905,2.327,1.126,0.675,0.174,0.173,0.699,,0.556,0.336,1.445,0.136,0.767,1.203,5.014
2023-01-28,1.011,0.852,1.421,0.324,0.207,66.031,8.083,5.823,0.207,0.688,0.35,0.185,1.071,1.061,3.227,0.241,6.785,44.729,4.393,2.126,15.105,1.984,2.413,1.124,0.707,0.176,0.175,0.704,,0.591,0.344,1.442,0.137,0.768,1.21,5.258
2023-01-29,1.011,0.843,1.372,0.327,0.209,66.26,8.127,5.84,0.212,0.693,0.358,0.184,1.061,1.07,3.303,0.241,6.764,44.235,4.392,2.148,15.798,2.019,2.575,1.145,0.7,0.176,0.175,0.705,,0.616,0.341,1.456,0.136,0.767,1.213,5.09
2023-01-30,1.024,0.838,1.423,0.331,0.204,64.88,7.951,5.74,0.211,0.694,0.369,0.184,1.067,1.071,3.38,0.244,6.687,44.429,4.397,2.143,15.124,2.05,2.578,1.157,0.71,0.176,0.177,0.698,,0.616,0.34,1.451,0.138,0.75,1.173,5.01
2023-01-31,1.06,0.839,1.46,0.335,0.214,66.129,8.286,5.921,0.216,0.701,0.361,0.188,1.082,1.089,3.365,0.249,6.787,44.531,4.425,2.143,15.457,2.051,2.632,1.183,0.715,0.18,0.181,0.7,,0.626,0.344,1.459,0.141,0.779,1.24,5.227
2023-02-01,1.064,0.839,1.491,0.345,0.217,67.284,8.136,6.013,0.22,0.706,0.365,0.189,1.084,1.11,3.422,0.26,6.907,44.722,4.47,2.156,15.56,2.019,2.618,1.185,0.726,0.185,0.188,0.701,,0.636,0.348,1.436,0.143,0.764,1.262,5.255
2023-02-02,1.042,0.837,1.452,0.35,0.237,67.313,8.28,5.961,0.229,0.713,0.38,0.19,1.092,1.111,3.524,0.258,6.77,43.826,4.387,2.146,15.593,2.019,2.581,1.212,0.711,0.185,0.191,0.703,,0.671,0.341,1.476,0.148,0.783,1.245,5.396
2023-02-03,1.075,0.843,1.538,0.354,0.249,66.533,8.272,5.953,0.247,0.726,0.397,0.196,1.101,1.117,3.548,0.266,6.878,44.485,4.438,2.146,16.058,2.073,2.551,1.244,0.725,0.188,0.193,0.706,,0.682,0.346,1.54,0.153,0.804,1.273,5.423
2023-02-04,1.082,0.852,1.588,0.359,0.249,66.911,8.367,6.094,0.251,0.739,0.406,0.199,1.112,1.162,3.564,0.267,6.932,44.992,4.452,2.153,16.342,2.065,2.726,1.249,0.712,0.189,0.196,0.714,,0.697,0.361,1.551,0.155,0.81,1.279,5.672
2023-02-05,1.103,0.874,1.563,0.358,0.245,68.17,8.406,6.061,0.243,0.729,0.407,0.201,1.128,1.168,3.544,0.271,6.903,44.564,4.387,2.178,16.229,2.083,2.72,1.328,0.721,0.193,0.2,0.711,,0.722,0.368,1.581,0.156,0.825,1.259,5.701
2023-02-06,1.121,0.885,1.6,0.354,0.25,68.357,8.366,5.913,0.243,0.718,0.4,0.201,1.134,1.198,3.55,0.27,6.742,44.676,4.393,2.161,16.381,2.128,2.7,1.326,0.717,0.196,0.205,0.704,,0.714,0.371,1.589,0.162,0.819,1.288,5.555
2023-02-07,1.118,0.885,1.546,0.359,0.244,69.177,7.924,5.644,0.232,0.709,0.4,0.2,1.152,1.149,3.525,0.268,6.869,44.722,4.304,2.205,16.829,1.993,2.705,1.322,0.69,0.195,0.203,0.697,,0.712,0.364,1.564,0.158,0.811,1.252,5.574
2023-02-08,1.102,0.898,1.531,0.355,0.241,71.283,8.037,5.824,0.233,0.706,0.39,0.201,1.142,1.168,3.6,0.267,6.851,45.592,4.23,2.185,17.383,1.976,2.67,1.305,0.697,0.194,0.201,0.707,,0.702,0.367,1.548,0.158,0.813,1.241,5.48
2023-02-09,1.104,0.903,1.556,0.356,0.239,70.877,8.291,6.142,0.228,0.7,0.39,0.201,1.147,1.159,3.74,0.266,6.873,46.145,4.29,2.184,17.761,1.99,2.749,1.309,0.693,0.194,0.198,0.693,,0.704,0.365,1.55,0.153,0.804,1.251,5.484
2023-02-10,1.09,0.906,1.601,0.441,0.243,70.221,8.127,6.123,0.233,0.658,0.398,0.193,1.163,1.159,3.765,0.27,6.69,44.497,4.27,2.167,16.98,1.982,2.834,1.297,0.686,0.191,0.2,0.669,13.462,0.707,0.36,1.552,0.148,0.806,1.235,5.413
2023-02-11,1.107,0.924,1.615,0.434,0.24,69.582,7.905,5.755,0.237,0.613,0.397,0.19,1.179,1.168,3.773,0.284,6.7,44.067,4.293,2.166,15.668,1.989,2.743,1.321,0.697,0.191,0.201,0.624,8.041,0.721,0.374,1.567,0.146,0.805,1.235,5.208
2023-02-12,1.108,0.917,1.612,0.419,0.247,69.121,7.862,5.813,0.234,0.614,0.412,0.19,1.156,1.184,3.776,0.294,6.629,43.817,4.205,2.15,16.311,1.919,2.708,1.322,0.692,0.193,0.202,0.618,6.889,0.721,0.373,1.541,0.148,0.853,1.266,5.055
2023-02-13,1.117,0.917,1.66,0.403,0.259,68.959,7.868,5.665,0.241,0.632,0.424,0.193,1.155,1.185,3.791,0.294,6.468,43.345,4.305,2.234,15.594,1.928,2.699,1.309,0.697,0.201,0.218,0.639,6.96,0.757,0.369,1.539,0.152,0.872,1.214,5.175
2023-02-14,1.115,0.917,1.672,0.412,0.278,69.367,7.895,5.673,0.241,0.657,0.44,0.195,1.213,1.215,3.759,0.305,6.528,43.086,4.335,2.226,15.893,1.984,2.606,1.364,0.701,0.206,0.221,0.655,5.986,0.783,0.369,1.536,0.152,0.875,1.208,4.949
2023-02-15,1.132,0.926,1.677,0.436,0.308,70.056,7.864,5.682,0.248,0.672,0.46,0.199,1.23,1.252,3.684,0.319,6.701,43.686,4.323,2.2,15.761,1.98,2.625,1.389,0.717,0.212,0.229,0.683,5.549,0.822,0.388,1.542,0.151,0.88,1.186,5.052
2023-02-16,1.151,0.937,1.713,0.495,0.345,71.418,8.279,5.485,0.252,0.686,0.484,0.209,1.257,1.25,3.74,0.343,6.989,45.169,4.321,2.205,15.837,1.984,2.65,1.455,0.732,0.223,0.249,0.699,5.544,0.907,0.389,1.59,0.16,0.883,1.212,5.145
2023-02-17,1.163,0.943,1.764,0.53,0.367,71.911,8.029,5.68,0.279,0.697,0.513,0.217,1.29,1.265,3.711,0.381,6.964,45.922,4.343,2.213,15.481,1.904,2.62,1.449,0.734,0.252,0.271,0.707,4.744,0.914,0.415,1.778,0.169,0.892,1.23,5.289
2023-02-18,1.176,0.932,1.733,0.538,0.343,71.305,8.049,5.657,0.295,0.703,0.526,0.229,1.334,1.295,3.741,0.4,6.848,46.616,4.358,2.229,15.783,1.989,2.651,1.483,0.74,0.246,0.265,0.692,4.303,0.953,0.433,1.764,0.173,0.899,1.247,5.279
2023-02-19,1.158,0.938,1.767,0.509,0.334,70.168,7.744,5.591,0.283,0.679,0.537,0.225,1.318,1.293,3.723,0.386,6.838,44.064,4.282,2.219,15.317,1.977,2.619,1.489,0.758,0.233,0.249,0.676,3.502,0.89,0.441,1.726,0.177,0.888,1.245,5.237
2023-02-20,1.134,0.94,1.703,0.486,0.313,69.236,7.873,5.621,0.273,0.661,0.514,0.228,1.333,1.297,3.641,0.368,6.902,44.007,4.244,2.193,14.862,2.001,2.643,1.486,0.786,0.224,0.233,0.647,3.131,0.811,0.447,1.666,0.174,0.868,1.217,5.081
2023-02-21,1.099,0.966,1.662,0.475,0.315,68.559,7.796,5.404,0.27,0.646,0.526,0.223,1.291,1.277,3.599,0.361,6.656,44.235,4.268,2.216,14.89,1.977,2.541,1.481,0.782,0.217,0.23,0.642,3.021,0.844,0.436,1.666,0.17,0.849,1.224,4.821
2023-02-22,1.114,0.962,1.668,0.482,0.327,70.669,7.583,5.275,0.267,0.638,0.519,0.223,1.292,1.288,3.65,0.355,6.801,43.127,4.289,2.191,14.796,1.94,2.577,1.489,0.777,0.221,0.229,0.653,3.034,0.851,0.432,1.682,0.166,0.827,1.262,4.88
2023-02-23,1.109,0.981,1.577,0.486,0.323,69.366,7.838,5.494,0.26,0.654,0.514,0.222,1.279,1.272,3.653,0.358,6.698,43.599,4.288,2.16,14.987,1.966,2.649,1.475,0.807,0.223,0.229,0.679,3.005,0.827,0.433,1.665,0.167,0.824,1.285,4.919
2023-02-24,1.112,0.988,1.595,0.488,0.327,69.088,7.822,5.518,0.264,0.659,0.505,0.224,1.215,1.232,3.641,0.352,6.829,43.534,4.312,2.165,14.921,2.001,2.578,1.445,0.816,0.224,0.23,0.709,3.046,0.818,0.429,1.669,0.167,0.816,1.241,5.074
2023-02-25,1.139,0.994,1.64,0.492,0.319,69.265,7.741,5.555,0.264,0.675,0.513,0.239,1.24,1.254,3.634,0.359,7.008,44.19,4.353,2.192,15.855,2.036,2.609,1.552,0.823,0.232,0.241,0.714,2.902,0.863,0.436,1.712,0.173,0.836,1.25,5.053
2023-02-26,1.126,0.988,1.665,0.493,0.312,67.019,7.779,5.617,0.277,0.68,0.519,0.243,1.258,1.288,3.622,0.359,6.818,44.031,4.353,2.199,15.023,2.071,2.538,1.708,0.824,0.239,0.247,0.71,2.654,0.873,0.444,1.688,0.179,0.834,1.275,5.132
2023-02-27,1.129,0.969,1.614,0.493,0.318,66.411,7.987,5.691,0.281,0.679,0.519,0.251,1.264,1.246,3.629,0.364,7.076,43.499,4.405,2.197,15.212,2.071,2.534,1.595,0.842,0.238,0.249,0.715,2.595,0.857,0.45,1.673,0.181,0.842,1.265,5.147
2023-02-28,1.165,1.001,1.616,0.502,0.33,68.363,7.96,5.749,0.284,0.689,0.518,0.254,1.237,1.259,3.644,0.364,6.999,45.206,4.448,2.246,15.739,2.102,2.587,1.649,0.933,0.239,0.253,0.717,2.657,0.892,0.46,1.746,0.186,0.851,1.298,5.364
2023-03-01,1.187,1.035,1.634,0.513,0.327,68.762,7.984,5.671,0.288,0.705,0.529,0.264,1.276,1.294,3.671,0.363,7.159,45.295,4.536,2.261,15.742,2.178,2.642,1.667,0.914,0.245,0.254,0.734,2.735,0.883,0.472,1.752,0.195,0.862,1.328,5.28
2023-03-02,1.193,1.051,1.707,0.542,0.332,70.345,7.971,5.689,0.289,0.724,0.539,0.285,1.258,1.271,3.688,0.389,7.099,45.337,4.591,2.255,15.705,2.184,2.55,1.611,0.937,0.252,0.267,0.729,2.75,0.872,0.466,1.714,0.23,0.86,1.338,5.186
2023-03-03,1.214,1.066,1.713,0.607,0.334,73.18,8.243,5.765,0.307,0.732,0.566,0.311,1.284,1.274,3.725,0.404,7.363,45.697,4.633,2.266,15.894,2.113,2.54,1.615,0.936,0.277,0.289,0.731,2.801,0.89,0.456,1.767,0.249,0.882,1.335,5.371
2023-03-04,1.303,1.104,1.77,0.638,0.341,75.736,8.229,5.782,0.324,0.734,0.621,0.299,1.295,1.283,3.774,0.411,7.321,47.269,4.746,2.281,16.016,2.167,2.633,1.646,0.933,0.286,0.296,0.737,2.726,0.901,0.463,1.783,0.243,0.895,1.349,5.534
2023-03-05,1.296,1.123,1.722,0.622,0.345,75.704,8.041,5.566,0.309,0.729,0.624,0.28,1.278,1.275,3.763,0.406,7.239,47.439,4.681,2.27,16.013,2.098,2.58,1.648,0.92,0.277,0.293,0.742,2.632,0.892,0.448,1.809,0.224,0.888,1.325,5.438
2023-03-06,1.239,1.123,1.661,0.616,0.351,75.128,7.751,5.352,0.306,0.74,0.582,0.285,1.254,1.25,3.779,0.388,6.82,48.914,4.711,2.292,15.557,2.009,2.555,1.53,0.899,0.276,0.293,0.748,2.52,0.879,0.457,1.803,0.225,0.86,1.296,5.14
2023-03-07,1.221,1.094,1.646,0.616,0.353,77.448,8.084,5.402,0.3,0.754,0.576,0.296,1.242,1.243,3.791,0.381,7.009,48.553,4.812,2.276,15.535,1.999,2.603,1.557,0.9,0.278,0.289,0.756,2.502,0.868,0.457,1.795,0.23,0.876,1.289,5.262
2023-03-08,1.228,1.084,1.61,0.621,0.411,77.361,8.236,5.646,0.294,0.756,0.572,0.3,1.227,1.236,3.81,0.382,7.091,49.449,4.842,2.285,15.983,2.016,2.568,1.513,0.909,0.283,0.294,0.738,2.512,0.869,0.452,1.733,0.23,0.864,1.277,5.548
2023-03-09,1.248,1.124,1.696,0.614,0.444,78.807,7.984,5.883,0.301,0.774,0.599,0.324,1.241,1.247,3.87,0.401,7.239,51.668,4.852,2.297,15.859,2.047,2.586,1.506,0.915,0.297,0.302,0.752,2.597,0.891,0.45,1.746,0.244,0.889,1.302,5.426
2023-03-10,1.269,1.124,1.734,0.616,0.474,78.692,8.554,5.909,0.311,0.796,0.593,0.343,1.246,1.258,3.892,0.419,7.628,52.044,4.97,2.329,16.522,2.089,2.681,1.547,0.917,0.317,0.318,0.791,2.721,0.916,0.459,1.769,0.259,0.916,1.345,5.531
2023-03-11,1.285,1.127,1.798,0.626,0.476,80.799,8.32,5.996,0.325,0.816,0.63,0.353,1.276,1.285,3.975,0.419,7.778,53.586,5.16,2.42,16.747,2.1,2.653,1.59,0.914,0.328,0.332,0.82,2.709,0.911,0.483,1.887,0.271,0.93,1.375,5.473
2023-03-12,1.278,1.134,1.8,0.623,0.463,79.0,8.356,5.856,0.329,0.817,0.636,0.351,1.294,1.287,3.938,0.419,7.781,54.726,5.273,2.421,16.758,2.066,2.796,1.634,0.923,0.331,0.332,0.82,2.629,0.928,0.505,1.906,0.289,0.928,1.348,5.572
2023-03-13,1.265,1.125,1.807,0.62,0.447,76.107,8.441,5.996,0.333,0.823,0.65,0.361,1.296,1.275,4.024,0.428,7.791,54.374,5.258,2.401,16.356,2.108,2.841,1.634,0.956,0.339,0.334,0.796,2.527,0.925,0.506,1.873,0.322,0.925,1.364,5.638
2023-03-14,1.311,1.151,1.832,0.619,0.441,78.023,8.431,6.007,0.359,0.821,0.687,0.382,1.353,1.339,4.054,0.436,7.907,54.959,5.249,2.438,16.042,2.141,2.886,1.654,0.997,0.355,0.349,0.785,2.499,0.919,0.556,1.932,0.348,0.924,1.368,5.887
2023-03-15,1.31,1.129,1.871,0.625,0.45,77.829,8.376,6.06,0.378,0.836,0.691,0.402,1.349,1.376,4.064,0.437,8.078,53.768,5.25,2.491,16.256,2.119,2.907,1.613,1.002,0.372,0.372,0.802,2.545,0.947,0.597,2.046,0.363,0.937,1.415,5.778
2023-03-16,1.305,1.141,1.897,0.639,0.44,80.982,8.289,5.926,0.402,0.84,0.714,0.437,1.334,1.335,4.05,0.438,8.051,55.675,5.165,2.518,16.593,2.131,2.858,1.621,1.011,0.399,0.395,0.84,2.549,0.951,0.601,1.958,0.388,0.926,1.405,5.714
2023-03-17,1.273,1.122,1.854,0.671,0.443,79.194,8.357,5.926,0.397,0.864,0.69,0.413,1.276,1.3,4.004,0.432,7.999,56.504,4.989,2.533,16.452,2.052,2.828,1.588,1.035,0.385,0.379,0.83,2.562,0.963,0.606,1.995,0.37,0.928,1.398,5.679
2023-03-18,1.312,1.117,1.835,0.658,0.436,79.926,8.339,5.908,0.388,0.857,0.686,0.379,1.305,1.329,3.966,0.43,8.126,57.769,5.01,2.562,16.234,2.065,2.898,1.623,1.123,0.362,0.357,0.826,2.552,0.967,0.598,1.934,0.319,0.947,1.415,5.842
2023-03-19,1.289,1.102,1.814,0.636,0.432,78.401,8.31,5.934,0.38,0.839,0.674,0.368,1.3,1.303,3.968,0.416,8.168,57.973,5.059,2.532,16.067,2.054,2.829,1.572,1.169,0.354,0.351,0.809,2.463,0.981,0.567,1.957,0.311,0.936,1.361,5.655
2023-03-20,1.29,1.087,1.795,0.618,0.425,80.31,8.53,5.819,0.353,0.809,0.68,0.36,1.275,1.292,3.959,0.416,7.979,57.176,5.064,2.502,16.765,2.011,2.778,1.561,1.124,0.334,0.325,0.789,2.357,0.995,0.541,1.878,0.298,0.93,1.355,5.668
2023-03-21,1.317,1.099,1.81,0.629,0.416,78.287,8.268,5.755,0.35,0.805,0.674,0.351,1.266,1.284,3.913,0.417,8.203,57.112,5.05,2.527,16.409,2.055,2.88,1.575,1.162,0.331,0.331,0.781,2.306,1.011,0.552,1.916,0.292,0.942,1.352,5.627
2023-03-22,1.278,1.101,1.796,0.634,0.417,79.343,8.438,5.679,0.357,0.808,0.673,0.375,1.3,1.324,3.915,0.417,8.175,56.21,4.957,2.704,16.715,2.011,2.824,1.547,1.28,0.349,0.344,0.78,2.316,1.056,0.553,1.902,0.303,0.952,1.369,5.663
2023-03-23,1.478,1.24,1.872,0.646,0.468,79.823,8.48,5.892,0.396,0.941,0.664,0.416,1.447,1.472,3.909,0.436,8.66,57.105,4.985,3.09,16.348,2.082,2.976,1.537,1.312,0.399,0.393,0.823,2.575,1.072,0.627,1.972,0.33,1.055,1.494,5.811
2023-03-24,1.611,1.415,2.17,0.652,0.5,79.132,8.595,6.267,0.418,1.056,0.709,0.425,1.622,1.699,3.922,0.445,9.636,59.689,5.255,3.129,16.319,2.176,3.345,1.6,1.293,0.432,0.416,0.85,2.761,1.148,0.736,2.072,0.336,1.132,1.658,5.988
2023-03-25,1.716,1.549,2.523,0.673,0.581,81.599,8.915,6.23,0.438,1.226,0.78,0.463,1.763,1.822,4.018,0.527,10.957,60.249,5.442,3.192,17.07,2.294,3.645,1.602,1.342,0.478,0.474,0.89,2.801,1.198,0.827,2.242,0.35,1.276,1.849,6.355
2023-03-26,1.771,1.478,2.456,0.69,0.583,79.969,9.149,6.204,0.486,1.32,0.839,0.497,1.734,1.773,4.092,0.562,10.838,62.332,5.554,3.333,17.111,2.391,3.916,1.699,1.316,0.512,0.5,0.885,2.815,1.239,0.738,2.276,0.373,1.295,1.834,6.517
2023-03-27,1.763,1.496,2.425,0.756,0.622,82.732,9.234,6.304,0.538,1.615,0.856,0.558,1.759,1.771,4.083,0.579,10.555,62.083,5.501,3.423,16.77,2.438,4.31,1.85,1.346,0.536,0.53,0.923,2.82,1.293,0.787,2.356,0.419,1.344,1.847,6.575
2023-03-28,1.822,1.566,2.428,0.811,0.673,83.698,9.638,6.484,0.572,1.431,0.866,0.584,1.801,1.777,4.287,0.606,10.321,66.189,5.722,3.573,17.634,2.448,4.62,2.06,1.458,0.573,0.562,0.947,2.827,1.361,0.795,2.4,0.453,1.345,1.865,6.528
2023-03-29,1.912,1.559,2.355,0.788,0.611,87.275,9.807,6.686,0.552,1.357,0.876,0.561,1.755,1.823,4.407,0.61,10.751,70.134,5.915,3.642,18.395,2.68,4.376,2.105,1.452,0.555,0.532,0.939,2.901,1.406,0.812,2.379,0.43,1.301,1.944,6.822
2023-03-30,2.063,1.742,2.469,0.787,0.635,91.547,10.443,6.787,0.58,1.402,0.912,0.585,1.804,1.904,4.278,0.655,10.853,72.25,6.134,3.655,19.462,2.938,4.564,2.106,1.444,0.575,0.569,0.969,2.98,1.492,0.864,2.43,0.441,1.328,1.988,6.887
2023-03-31,2.306,1.978,2.75,0.844,0.706,92.852,11.026,7.248,0.641,1.612,1.046,0.684,1.982,2.024,4.404,0.76,11.101,80.661,6.377,3.833,19.667,3.137,4.681,2.467,1.546,0.657,0.638,1.044,3.145,1.707,0.982,2.421,0.496,1.514,2.174,7.736
2023-04-01,2.34,2.029,3.02,0.914,0.739,94.036,10.898,7.507,0.72,1.688,1.176,0.725,2.075,2.129,4.621,0.864,11.207,84.106,7.279,4.246,19.681,3.421,4.78,2.649,1.662,0.731,0.715,1.122,3.195,1.678,1.066,2.631,0.554,1.683,2.315,8.537
2023-04-02,2.233,2.02,2.883,0.964,0.75,93.554,10.896,8.324,0.749,1.612,1.177,0.728,2.019,2.035,4.729,0.843,10.992,79.962,6.716,4.359,19.504,3.399,4.769,2.48,1.74,0.758,0.737,1.094,2.948,1.71,1.07,2.775,0.56,1.651,2.237,8.614
2023-04-03,2.142,1.902,2.81,0.926,0.732,94.842,10.62,8.282,0.701,1.559,1.067,0.693,1.975,1.977,4.708,0.783,10.692,77.92,6.565,4.054,20.09,3.078,4.812,2.392,1.667,0.715,0.689,1.048,2.933,1.637,1.017,2.73,0.527,1.574,2.131,7.891
2023-04-04,2.187,1.888,2.911,0.929,0.721,94.804,10.919,7.942,0.685,1.557,1.043,0.686,1.971,1.962,4.775,0.769,10.789,76.768,6.849,4.045,21.074,3.132,4.711,2.472,1.609,0.698,0.657,1.069,3.026,1.59,0.951,2.758,0.504,1.569,2.085,7.554
2023-04-05,2.407,2.044,3.134,0.952,0.725,93.879,11.211,7.984,0.691,1.604,1.084,0.699,2.034,2.059,5.015,0.79,10.553,75.786,6.853,4.004,22.226,3.129,4.626,2.585,1.594,0.707,0.678,1.127,3.103,1.581,0.974,2.688,0.512,1.611,2.14,8.174
2023-04-06,2.429,2.046,3.165,1.039,0.746,92.121,11.372,8.442,0.711,1.66,1.096,0.718,2.103,2.08,5.231,0.833,10.992,76.45,6.791,4.097,21.893,3.238,4.641,2.517,1.604,0.721,0.699,1.137,3.226,1.604,1.028,2.723,0.541,1.682,2.221,8.318
2023-04-07,2.552,2.202,3.488,1.209,0.793,91.54,11.572,8.349,0.763,1.785,1.162,0.768,2.177,2.297,5.308,0.864,10.562,78.944,6.868,4.265,22.222,3.248,4.611,2.466,1.787,0.793,0.759,1.26,3.39,1.633,1.082,2.858,0.637,1.759,2.336,7.947
2023-04-08,2.818,2.436,3.48,1.409,0.89,88.087,11.808,8.046,0.841,1.845,1.184,0.836,2.366,2.341,5.42,0.857,10.856,81.092,7.178,4.319,21.808,3.401,4.719,2.58,2.011,0.862,0.848,1.381,3.462,1.734,1.135,2.921,0.731,1.94,2.467,8.279
2023-04-09,2.71,2.345,3.385,1.335,0.969,92.537,11.515,8.389,0.867,1.754,1.212,0.866,2.296,2.357,5.281,0.9,10.732,78.905,7.029,4.316,20.802,3.304,4.67,2.593,2.013,0.888,0.874,1.351,3.345,1.841,1.142,3.2,0.738,1.888,2.417,7.883
2023-04-10,2.658,2.239,3.332,1.221,0.941,95.485,11.114,8.093,0.874,1.703,1.208,0.884,2.178,2.193,5.145,0.955,10.65,77.29,6.938,4.426,20.969,3.321,4.861,2.537,2.074,0.896,0.883,1.305,3.344,1.857,1.148,3.244,0.71,1.841,2.35,7.886
2023-04-11,2.617,2.232,3.239,1.21,0.902,93.394,11.033,8.089,0.87,1.672,1.209,0.865,2.218,2.217,5.073,0.972,10.881,77.619,6.986,4.506,21.482,3.256,4.951,2.585,2.399,0.891,0.872,1.256,3.287,1.821,1.142,3.36,0.693,1.81,2.299,7.769
2023-04-12,2.546,2.234,3.242,1.214,0.902,95.054,10.878,8.112,0.86,1.692,1.199,0.839,2.262,2.236,5.064,0.958,11.091,78.659,7.043,4.507,21.018,3.29,4.949,2.53,2.397,0.869,0.843,1.258,3.276,1.785,1.138,3.386,0.68,1.805,2.319,7.725
2023-04-13,2.572,2.18,3.368,1.224,0.917,97.443,10.986,8.201,0.856,1.752,1.231,0.842,2.276,2.283,5.096,0.969,11.24,79.087,7.392,4.496,21.318,3.373,4.98,2.693,2.341,0.889,0.874,1.278,3.366,1.87,1.168,3.248,0.681,1.814,2.414,7.631
2023-04-14,2.678,2.339,3.468,1.241,0.977,96.988,10.994,8.207,0.898,1.866,1.257,0.901,2.439,2.403,5.448,1.062,11.136,79.278,8.061,4.67,22.032,3.419,5.189,2.703,2.467,0.988,0.997,1.342,3.531,2.072,1.213,3.375,0.736,1.94,2.617,7.954
2023-04-15,2.902,2.51,3.61,1.357,1.077,94.67,11.551,8.374,1.038,2.023,1.369,1.012,2.809,2.749,5.929,1.124,11.959,81.788,8.696,4.994,21.948,3.529,5.543,3.086,2.671,1.106,1.135,1.41,3.623,2.307,1.282,3.521,0.855,2.127,2.864,8.631
2023-04-16,2.972,2.715,3.701,1.414,1.167,95.71,11.668,8.483,1.153,2.25,1.582,1.128,2.941,2.91,6.171,1.183,11.632,81.872,8.854,5.072,22.221,3.661,5.942,3.612,2.774,1.204,1.228,1.504,3.566,2.441,1.497,3.878,0.985,2.424,3.026,8.501
2023-04-17,2.939,2.686,3.624,1.504,1.184,93.949,11.376,8.229,1.166,2.272,1.537,1.134,2.928,2.923,6.037,1.291,11.529,78.018,8.325,4.939,22.299,3.685,6.363,3.275,2.965,1.205,1.205,1.559,3.523,2.373,1.52,3.873,1.028,2.554,3.093,8.293
2023-04-18,2.97,2.735,3.554,1.666,1.207,94.925,11.409,8.278,1.205,2.313,1.689,1.203,2.891,2.857,6.02,1.316,11.295,77.414,8.164,4.962,23.003,3.704,6.639,3.495,2.949,1.228,1.218,1.711,3.522,2.467,1.798,4.001,1.16,2.479,3.094,8.165
2023-04-19,2.922,2.653,3.56,1.545,1.18,94.535,11.585,8.366,1.165,2.208,1.659,1.154,2.813,2.817,6.185,1.265,11.696,77.052,8.185,4.974,24.246,3.736,6.159,3.53,2.803,1.2,1.184,1.596,3.555,2.424,1.655,3.845,1.056,2.429,2.97,8.526
