,Chroma 2 Case,Chroma 3 Case,Chroma Case,Clutch Case,CS20 Case,CS:GO Weapon Case,CS:GO Weapon Case 2,CS:GO Weapon Case 3,Danger Zone Case,Dreams & Nightmares Case,Falchion Case,Fracture Case,Gamma 2 Case,Gamma Case,Glove Case,Horizon Case,Huntsman Weapon Case,Operation Bravo Case,Operation Breakout Weapon Case,Operation Broken Fang Case,Operation Hydra Case,Operation Phoenix Weapon Case,Operation Riptide Case,Operation Vanguard Weapon Case,Operation Wildfire Case,Prisma 2 Case,Prisma Case,Recoil Case,Revolution Case,Revolver Case,Shadow Case,Shattered Web Case,Snakebite Case,Spectrum 2 Case,Spectrum Case,Winter Offensive Weapon Case
2014-04-25,,,,,,1.32,0.143,0.034,,,,,,,,,,2.157,,,,1.379,,,,,,,,,,,,,,0.345
2014-04-26,,,,,,1.327,0.151,0.033,,,,,,,,,,2.225,,,,1.341,,,,,,,,,,,,,,0.359
2014-04-27,,,,,,1.306,0.151,0.03,,,,,,,,,,2.252,,,,1.294,,,,,,,,,,,,,,0.357
2014-04-28,,,,,,1.39,0.16,0.032,,,,,,,,,,2.253,,,,1.281,,,,,,,,,,,,,,0.363
2014-04-29,,,,,,1.379,0.183,0.03,,,,,,,,,,2.285,,,,1.28,,,,,,,,,,,,,,0.378
2014-04-30,,,,,,1.419,0.24,0.03,,,,,,,,,,2.35,,,,1.365,,,,,,,,,,,,,,0.457
2014-05-01,,,,,,1.433,0.266,0.03,,,,,,,,,,2.497,,,,1.399,,,,,,,,,,,,,,0.506
2014-05-02,,,,,,1.275,0.241,0.032,,,,,,,,,8.861,2.176,,,,1.106,,,,,,,,,,,,,,0.417
2014-05-03,,,,,,1.175,0.201,0.03,,,,,,,,,5.918,1.89,,,,1.005,,,,,,,,,,,,,,0.337
2014-05-04,,,,,,1.087,0.159,0.03,,,,,,,,,4.867,1.757,,,,0.92,,,,,,,,,,,,,,0.293
2014-05-05,,,,,,1.049,0.146,0.03,,,,,,,,,4.545,1.674,,,,0.885,,,,,,,,,,,,,,0.278
2014-05-06,,,,,,1.06,0.139,0.03,,,,,,,,,3.934,1.7,,,,0.869,,,,,,,,,,,,,,0.266
2014-05-07,,,,,,1.071,0.141,0.03,,,,,,,,,3.663,1.79,,,,0.85,,,,,,,,,,,,,,0.254
2014-05-08,,,,,,1.13,0.138,0.03,,,,,,,,,3.264,1.865,,,,0.836,,,,,,,,,,,,,,0.244
2014-05-09,,,,,,1.089,0.127,0.03,,,,,,,,,3.053,1.838,,,,0.839,,,,,,,,,,,,,,0.234
2014-05-10,,,,,,0.996,0.107,0.03,,,,,,,,,2.662,1.677,,,,0.782,,,,,,,,,,,,,,0.22
2014-05-11,,,,,,0.927,0.097,0.03,,,,,,,,,2.203,1.446,,,,0.641,,,,,,,,,,,,,,0.189
2014-05-12,,,,,,0.878,0.096,0.03,,,,,,,,,2.211,1.419,,,,0.573,,,,,,,,,,,,,,0.171
2014-05-13,,,,,,0.9,0.092,0.03,,,,,,,,,2.06,1.391,,,,0.547,,,,,,,,,,,,,,0.163
2014-05-14,,,,,,0.929,0.089,0.03,,,,,,,,,2.066,1.407,,,,0.546,,,,,,,,,,,,,,0.162
2014-05-15,,,,,,1.014,0.095,0.03,,,,,,,,,2.055,1.466,,,,0.568,,,,,,,,,,,,,,0.16
2014-05-16,,,,,,0.998,0.094,0.03,,,,,,,,,1.936,1.499,,,,0.564,,,,,,,,,,,,,,0.161
2014-05-17,,,,,,1.012,0.085,0.03,,,,,,,,,1.733,1.494,,,,0.523,,,,,,,,,,,,,,0.15
2014-05-18,,,,,,0.978,0.078,0.03,,,,,,,,,1.571,1.42,,,,0.472,,,,,,,,,,,,,,0.137
2014-05-19,,,,,,0.988,0.081,0.03,,,,,,,,,1.52,1.394,,,,0.445,,,,,,,,,,,,,,0.133
2014-05-20,,,,,,0.995,0.089,0.03,,,,,,,,,1.642,1.513,,,,0.443,,,,,,,,,,,,,,0.136
2014-05-21,,,,,,0.989,0.095,0.03,,,,,,,,,1.556,1.595,,,,0.437,,,,,,,,,,,,,,0.133
2014-05-22,,,,,,0.983,0.095,0.03,,,,,,,,,1.47,1.596,,,,0.436,,,,,,,,,,,,,,0.133
2014-05-23,,,,,,1.003,0.093,0.03,,,,,,,,,1.513,1.716,,,,0.502,,,,,,,,,,,,,,0.135
2014-05-24,,,,,,1.027,0.094,0.034,,,,,,,,,1.484,1.804,,,,0.549,,,,,,,,,,,,,,0.136
2014-05-25,,,,,,1.012,0.083,0.034,,,,,,,,,1.364,1.627,,,,0.501,,,,,,,,,,,,,,0.136
2014-05-26,,,,,,1.019,0.075,0.034,,,,,,,,,1.304,1.592,,,,0.472,,,,,,,,,,,,,,0.13
2014-05-27,,,,,,0.976,0.076,0.031,,,,,,,,,1.27,1.6,,,,0.452,,,,,,,,,,,,,,0.128
2014-05-28,,,,,,1.035,0.074,0.037,,,,,,,,,1.244,1.671,,,,0.479,,,,,,,,,,,,,,0.132
2014-05-29,,,,,,0.974,0.076,0.03,,,,,,,,,1.292,1.623,,,,0.517,,,,,,,,,,,,,,0.135
2014-05-30,,,,,,1.003,0.082,0.038,,,,,,,,,1.267,1.638,,,,0.577,,,,,,,,,,,,,,0.136
2014-05-31,,,,,,1.062,0.084,0.038,,,,,,,,,1.198,1.758,,,,0.546,,,,,,,,,,,,,,0.134
2014-06-01,,,,,,1.034,0.088,0.037,,,,,,,,,1.094,1.75,,,,0.503,,,,,,,,,,,,,,0.122
2014-06-02,,,,,,1.069,0.083,0.036,,,,,,,,,1.036,1.724,,,,0.519,,,,,,,,,,,,,,0.115
2014-06-03,,,,,,1.063,0.086,0.031,,,,,,,,,1.034,1.688,,,,0.606,,,,,,,,,,,,,,0.12
2014-06-04,,,,,,1.103,0.084,0.034,,,,,,,,,1.037,1.62,,,,0.63,,,,,,,,,,,,,,0.119
2014-06-05,,,,,,1.125,0.087,0.032,,,,,,,,,1.066,1.754,,,,0.564,,,,,,,,,,,,,,0.12
2014-06-06,,,,,,1.164,0.082,0.035,,,,,,,,,1.042,1.769,,,,0.509,,,,,,,,,,,,,,0.115
2014-06-07,,,,,,1.18,0.086,0.036,,,,,,,,,0.999,1.798,,,,0.472,,,,,,,,,,,,,,0.111
2014-06-08,,,,,,1.172,0.089,0.036,,,,,,,,,0.903,1.811,,,,0.425,,,,,,,,,,,,,,0.097
2014-06-09,,,,,,1.186,0.088,0.037,,,,,,,,,0.849,1.917,,,,0.397,,,,,,,,,,,,,,0.092
2014-06-10,,,,,,1.137,0.087,0.037,,,,,,,,,0.826,1.882,,,,0.382,,,,,,,,,,,,,,0.091
2014-06-11,,,,,,1.107,0.074,0.036,,,,,,,,,0.798,1.836,,,,0.372,,,,,,,,,,,,,,0.087
2014-06-12,,,,,,1.119,0.084,0.036,,,,,,,,,1.541,1.812,,,,0.521,,,,,,,,,,,,,,0.094
2014-06-13,,,,,,1.145,0.091,0.036,,,,,,,,,1.404,1.835,,,,0.521,,,,,,,,,,,,,,0.101
2014-06-14,,,,,,1.272,0.097,0.038,,,,,,,,,1.282,1.97,,,,0.488,,,,,,,,,,,,,,0.109
2014-06-15,,,,,,1.283,0.103,0.039,,,,,,,,,1.154,1.932,,,,0.431,,,,,,,,,,,,,,0.108
2014-06-16,,,,,,1.348,0.105,0.03,,,,,,,,,1.133,1.953,,,,0.413,,,,,,,,,,,,,,0.111
2014-06-17,,,,,,1.369,0.094,0.032,,,,,,,,,1.106,1.943,,,,0.41,,,,,,,,,,,,,,0.109
2014-06-18,,,,,,1.344,0.088,0.031,,,,,,,,,1.053,1.969,,,,0.396,,,,,,,,,,,,,,0.109
2014-06-19,,,,,,1.28,0.076,0.037,,,,,,,,,1.019,1.978,,,,0.367,,,,,,,,,,,,,,0.102
2014-06-20,,,,,,1.08,0.067,0.031,,,,,,,,,0.969,1.92,,,,0.307,,,,,,,,,,,,,,0.084
2014-06-21,,,,,,1.026,0.064,0.033,,,,,,,,,0.921,1.847,,,,0.281,,,,,,,,,,,,,,0.08
2014-06-22,,,,,,0.884,0.056,0.034,,,,,,,,,0.824,1.705,,,,0.257,,,,,,,,,,,,,,0.074
2014-06-23,,,,,,0.878,0.058,0.03,,,,,,,,,0.743,1.591,,,,0.243,,,,,,,,,,,,,,0.066
2014-06-24,,,,,,0.929,0.058,0.035,,,,,,,,,0.706,1.74,,,,0.238,,,,,,,,,,,,,,0.066
2014-06-25,,,,,,1.111,0.065,0.036,,,,,,,,,0.745,1.934,,,,0.253,,,,,,,,,,,,,,0.074
2014-06-26,,,,,,1.193,0.067,0.036,,,,,,,,,0.752,1.95,,,,0.264,,,,,,,,,,,,,,0.075
2014-06-27,,,,,,1.249,0.065,0.036,,,,,,,,,0.776,2.021,,,,0.28,,,,,,,,,,,,,,0.079
2014-06-28,,,,,,1.272,0.068,0.038,,,,,,,,,0.808,2.129,,,,0.283,,,,,,,,,,,,,,0.08
2014-06-29,,,,,,1.146,0.073,0.038,,,,,,,,,0.772,2.088,,,,0.28,,,,,,,,,,,,,,0.08
2014-06-30,,,,,,1.18,0.072,0.038,,,,,,,,,0.758,2.05,,,,0.292,,,,,,,,,,,,,,0.082
2014-07-01,,,,,,1.446,0.083,0.037,,,,,,,,,0.818,2.239,,,,0.359,,,,,,,,,,,,,,0.091
2014-07-02,,,,,,1.039,0.056,0.03,,,,,,,,,0.446,1.611,4.314,,,0.237,,,,,,,,,,,,,,0.055
2014-07-03,,,,,,1.179,0.072,0.031,,,,,,,,,0.399,1.776,3.364,,,0.22,,,,,,,,,,,,,,0.053
2014-07-04,,,,,,1.255,0.075,0.035,,,,,,,,,0.457,1.922,3.961,,,0.25,,,,,,,,,,,,,,0.065
2014-07-05,,,,,,1.356,0.081,0.039,,,,,,,,,0.501,1.986,4.012,,,0.257,,,,,,,,,,,,,,0.067
2014-07-06,,,,,,1.403,0.086,0.036,,,,,,,,,0.507,2.137,4.071,,,0.259,,,,,,,,,,,,,,0.07
2014-07-07,,,,,,1.367,0.085,0.037,,,,,,,,,0.5,2.096,4.316,,,0.255,,,,,,,,,,,,,,0.067
2014-07-08,,,,,,1.444,0.091,0.034,,,,,,,,,0.497,2.082,4.498,,,0.252,,,,,,,,,,,,,,0.069
2014-07-09,,,,,,1.461,0.096,0.04,,,,,,,,,0.486,2.189,3.017,,,0.255,,,,,,,,,,,,,,0.074
2014-07-10,,,,,,1.469,0.103,0.039,,,,,,,,,0.443,2.209,1.994,,,0.244,,,,,,,,,,,,,,0.071
2014-07-11,,,,,,1.406,0.103,0.038,,,,,,,,,0.4,2.11,1.672,,,0.223,,,,,,,,,,,,,,0.073
2014-07-12,,,,,,1.336,0.101,0.038,,,,,,,,,0.387,2.062,1.814,,,0.22,,,,,,,,,,,,,,0.073
2014-07-13,,,,,,1.383,0.092,0.036,,,,,,,,,0.38,1.997,1.894,,,0.215,,,,,,,,,,,,,,0.076
2014-07-14,,,,,,1.426,0.086,0.039,,,,,,,,,0.378,2.174,1.986,,,0.214,,,,,,,,,,,,,,0.073
2014-07-15,,,,,,1.424,0.085,0.037,,,,,,,,,0.376,2.111,2.002,,,0.216,,,,,,,,,,,,,,0.071
2014-07-16,,,,,,1.478,0.087,0.039,,,,,,,,,0.374,2.201,1.794,,,0.224,,,,,,,,,,,,,,0.075
2014-07-17,,,,,,1.478,0.088,0.038,,,,,,,,,0.38,2.19,1.301,,,0.238,,,,,,,,,,,,,,0.077
2014-07-18,,,,,,1.519,0.091,0.035,,,,,,,,,0.383,2.209,1.276,,,0.254,,,,,,,,,,,,,,0.08
2014-07-19,,,,,,1.52,0.091,0.034,,,,,,,,,0.401,2.269,1.352,,,0.269,,,,,,,,,,,,,,0.079
2014-07-20,,,,,,1.474,0.089,0.036,,,,,,,,,0.393,2.26,1.368,,,0.262,,,,,,,,,,,,,,0.085
2014-07-21,,,,,,1.48,0.089,0.039,,,,,,,,,0.369,2.25,1.379,,,0.249,,,,,,,,,,,,,,0.086
2014-07-22,,,,,,1.501,0.093,0.038,,,,,,,,,0.349,2.345,1.446,,,0.235,,,,,,,,,,,,,,0.083
2014-07-23,,,,,,1.508,0.095,0.038,,,,,,,,,0.344,2.42,1.466,,,0.228,,,,,,,,,,,,,,0.082
2014-07-24,,,,,,1.587,0.093,0.038,,,,,,,,,0.342,2.483,1.232,,,0.229,,,,,,,,,,,,,,0.08
2014-07-25,,,,,,1.655,0.098,0.04,,,,,,,,,0.372,2.675,1.227,,,0.25,,,,,,,,,,,,,,0.083
2014-07-26,,,,,,1.74,0.104,0.04,,,,,,,,,0.408,2.788,1.345,,,0.282,,,,,,,,,,,,,,0.085
2014-07-27,,,,,,1.867,0.109,0.04,,,,,,,,,0.4,2.844,1.317,,,0.326,,,,,,,,,,,,,,0.087
2014-07-28,,,,,,1.927,0.118,0.039,,,,,,,,,0.404,2.98,1.326,,,0.404,,,,,,,,,,,,,,0.091
2014-07-29,,,,,,2.203,0.119,0.039,,,,,,,,,0.41,2.921,1.444,,,0.393,,,,,,,,,,,,,,0.096
2014-07-30,,,,,,2.186,0.129,0.041,,,,,,,,,0.452,2.846,1.443,,,0.368,,,,,,,,,,,,,,0.098
2014-07-31,,,,,,2.23,0.142,0.04,,,,,,,,,0.477,2.947,1.358,,,0.346,,,,,,,,,,,,,,0.091
2014-08-01,,,,,,2.274,0.167,0.042,,,,,,,,,0.496,3.07,1.36,,,0.387,,,,,,,,,,,,,,0.111
2014-08-02,,,,,,2.49,0.213,0.041,,,,,,,,,0.534,3.143,1.381,,,0.419,,,,,,,,,,,,,,0.122
2014-08-03,,,,,,2.719,0.202,0.042,,,,,,,,,0.529,3.295,1.358,,,0.409,,,,,,,,,,,,,,0.137
2014-08-04,,,,,,2.806,0.184,0.041,,,,,,,,,0.505,3.537,1.342,,,0.397,,,,,,,,,,,,,,0.147
2014-08-05,,,,,,2.712,0.157,0.04,,,,,,,,,0.461,3.35,1.278,,,0.352,,,,,,,,,,,,,,0.139
2014-08-06,,,,,,2.659,0.144,0.041,,,,,,,,,0.448,3.796,1.313,,,0.341,,,,,,,,,,,,,,0.12
2014-08-07,,,,,,2.625,0.146,0.043,,,,,,,,,0.48,3.87,1.301,,,0.354,,,,,,,,,,,,,,0.123
2014-08-08,,,,,,2.857,0.151,0.047,,,,,,,,,0.499,3.958,1.283,,,0.364,,,,,,,,,,,,,,0.124
2014-08-09,,,,,,2.836,0.15,0.049,,,,,,,,,0.518,4.298,1.269,,,0.381,,,,,,,,,,,,,,0.128
2014-08-10,,,,,,2.923,0.154,0.049,,,,,,,,,0.517,4.191,1.237,,,0.371,,,,,,,,,,,,,,0.124
2014-08-11,,,,,,2.891,0.149,0.051,,,,,,,,,0.51,3.966,1.223,,,0.362,,,,,,,,,,,,,,0.12
2014-08-12,,,,,,2.887,0.14,0.051,,,,,,,,,0.506,3.936,1.226,,,0.367,,,,,,,,,,,,,,0.118
2014-08-13,,,,,,2.771,0.135,0.051,,,,,,,,,0.496,3.891,1.223,,,0.371,,,,,,,,,,,,,,0.117
2014-08-14,,,,,,2.772,0.128,0.051,,,,,,,,,0.494,3.788,1.213,,,0.352,,,,,,,,,,,,,,0.108
2014-08-15,,,,,,2.889,0.125,0.051,,,,,,,,,0.534,3.898,1.237,,,0.367,,,,,,,,,,,,,,0.112
2014-08-16,,,,,,2.985,0.135,0.052,,,,,,,,,0.549,3.987,1.229,,,0.383,,,,,,,,,,,,,,0.114
2014-08-17,,,,,,2.796,0.101,0.043,,,,,,,,,0.506,3.672,1.14,,,0.282,,,,,,,,,,,,,,0.085
2014-08-18,,,,,,2.905,0.112,0.048,,,,,,,,,0.498,3.738,1.125,,,0.297,,,,,,,,,,,,,,0.087
2014-08-19,,,,,,2.936,0.125,0.051,,,,,,,,,0.525,3.807,1.197,,,0.355,,,,,,,,,,,,,,0.104
2014-08-20,,,,,,2.934,0.134,0.051,,,,,,,,,0.526,3.902,1.19,,,0.367,,,,,,,,,,,,,,0.107
2014-08-21,,,,,,3.03,0.131,0.05,,,,,,,,,0.528,3.868,1.206,,,0.378,,,,,,,,,,,,,,0.115
2014-08-22,,,,,,3.06,0.141,0.051,,,,,,,,,0.556,3.979,1.22,,,0.404,,,,,,,,,,,,,,0.119
2014-08-23,,,,,,3.314,0.14,0.051,,,,,,,,,0.591,4.21,1.228,,,0.446,,,,,,,,,,,,,,0.129
2014-08-24,,,,,,3.232,0.141,0.052,,,,,,,,,0.58,4.289,1.199,,,0.468,,,,,,,,,,,,,,0.128
2014-08-25,,,,,,3.435,0.162,0.061,,,,,,,,,0.616,4.414,1.247,,,0.501,,,,,,,,,,,,,,0.14
2014-08-26,,,,,,3.69,0.2,0.06,,,,,,,,,0.661,4.386,1.269,,,0.542,,,,,,,,,,,,,,0.163
2014-08-27,,,,,,3.688,0.205,0.061,,,,,,,,,0.684,4.522,1.271,,,0.549,,,,,,,,,,,,,,0.188
2014-08-28,,,,,,3.98,0.202,0.063,,,,,,,,,0.698,4.595,1.272,,,0.556,,,,,,,,,,,,,,0.209
2014-08-29,,,,,,4.272,0.214,0.076,,,,,,,,,0.759,4.532,1.327,,,0.604,,,,,,,,,,,,,,0.258
2014-08-30,,,,,,4.196,0.241,0.108,,,,,,,,,0.838,4.728,1.321,,,0.682,,,,,,,,,,,,,,0.28
2014-08-31,,,,,,4.23,0.221,0.113,,,,,,,,,0.791,4.853,1.271,,,0.651,,,,,,,,,,,,,,0.251
2014-09-01,,,,,,4.096,0.212,0.114,,,,,,,,,0.779,5.061,1.26,,,0.627,,,,,,,,,,,,,,0.246
2014-09-02,,,,,,4.258,0.229,0.117,,,,,,,,,0.801,5.122,1.282,,,0.656,,,,,,,,,,,,,,0.255
2014-09-03,,,,,,4.148,0.226,0.118,,,,,,,,,0.811,5.159,1.274,,,0.654,,,,,,,,,,,,,,0.26
2014-09-04,,,,,,3.919,0.216,0.112,,,,,,,,,0.716,4.873,1.199,,,0.592,,,,,,,,,,,,,,0.245
2014-09-05,,,,,,3.86,0.207,0.111,,,,,,,,,0.665,4.844,1.164,,,0.539,,,,,,,,,,,,,,0.225
2014-09-06,,,,,,4.122,0.204,0.105,,,,,,,,,0.634,4.581,1.126,,,0.517,,,,,,,,,,,,,,0.206
2014-09-07,,,,,,4.122,0.202,0.098,,,,,,,,,0.597,4.515,1.064,,,0.5,,,,,,,,,,,,,,0.187
2014-09-08,,,,,,3.945,0.204,0.095,,,,,,,,,0.58,4.508,1.037,,,0.497,,,,,,,,,,,,,,0.187
2014-09-09,,,,,,3.95,0.21,0.097,,,,,,,,,0.584,4.588,1.033,,,0.497,,,,,,,,,,,,,,0.187
2014-09-10,,,,,,3.967,0.205,0.102,,,,,,,,,0.581,4.712,1.031,,,0.507,,,,,,,,,,,,,,0.185
2014-09-11,,,,,,4.118,0.202,0.093,,,,,,,,,0.582,4.743,0.993,,,0.498,,,,,,,,,,,,,,0.179
2014-09-12,,,,,,4.178,0.206,0.096,,,,,,,,,0.594,4.853,0.909,,,0.498,,,,,,,,,,,,,,0.175
2014-09-13,,,,,,4.0,0.206,0.099,,,,,,,,,0.549,4.97,0.766,,,0.474,,,,,,,,,,,,,,0.169
2014-09-14,,,,,,3.86,0.214,0.097,,,,,,,,,0.494,4.571,0.694,,,0.441,,,,,,,,,,,,,,0.159
2014-09-15,,,,,,3.953,0.209,0.099,,,,,,,,,0.493,4.769,0.724,,,0.445,,,,,,,,,,,,,,0.152
2014-09-16,,,,,,4.004,0.194,0.099,,,,,,,,,0.498,4.79,0.732,,,0.418,,,,,,,,,,,,,,0.149
2014-09-17,,,,,,4.038,0.194,0.097,,,,,,,,,0.503,4.849,0.777,,,0.419,,,,,,,,,,,,,,0.149
2014-09-18,,,,,,4.045,0.183,0.096,,,,,,,,,0.504,4.935,0.803,,,0.424,,,,,,,,,,,,,,0.145
2014-09-19,,,,,,4.168,0.187,0.1,,,,,,,,,0.512,4.991,0.742,,,0.433,,,,,,,,,,,,,,0.142
2014-09-20,,,,,,4.143,0.198,0.1,,,,,,,,,0.494,4.919,0.617,,,0.404,,,,,,,,,,,,,,0.138
2014-09-21,,,,,,3.999,0.192,0.101,,,,,,,,,0.444,4.627,0.542,,,0.368,,,,,,,,,,,,,,0.127
2014-09-22,,,,,,4.024,0.192,0.102,,,,,,,,,0.422,4.566,0.539,,,0.359,,,,,,,,,,,,,,0.126
2014-09-23,,,,,,4.017,0.199,0.102,,,,,,,,,0.419,4.586,0.548,,,0.36,,,,,,,,,,,,,,0.123
2014-09-24,,,,,,4.039,0.209,0.101,,,,,,,,,0.413,4.753,0.539,,,0.369,,,,,,,,,,,,,,0.124
2014-09-25,,,,,,4.025,0.223,0.102,,,,,,,,,0.43,4.862,0.592,,,0.388,,,,,,,,,,,,,,0.126
2014-09-26,,,,,,4.101,0.226,0.106,,,,,,,,,0.458,4.938,0.597,,,0.397,,,,,,,,,,,,,,0.128
2014-09-27,,,,,,4.066,0.233,0.105,,,,,,,,,0.456,4.828,0.543,,,0.381,,,,,,,,,,,,,,0.127
2014-09-28,,,,,,3.956,0.227,0.104,,,,,,,,,0.4,4.755,0.492,,,0.366,,,,,,,,,,,,,,0.124
2014-09-29,,,,,,4.021,0.232,0.102,,,,,,,,,0.397,4.775,0.5,,,0.389,,,,,,,,,,,,,,0.121
2014-09-30,,,,,,4.019,0.237,0.107,,,,,,,,,0.412,4.925,0.554,,,0.409,,,,,,,,,,,,,,0.124
2014-10-01,,,,,,4.17,0.236,0.106,,,,,,,,,0.435,4.941,0.609,,,0.423,,,,,,,,,,,,,,0.125
2014-10-02,,,,,,4.107,0.23,0.106,,,,,,,,,0.431,4.865,0.61,,,0.404,,,,,,,,,,,,,,0.123
2014-10-03,,,,,,4.048,0.237,0.106,,,,,,,,,0.419,4.876,0.571,,,0.387,,,,,,,,,,,,,,0.126
2014-10-04,,,,,,3.818,0.239,0.106,,,,,,,,,0.394,4.671,0.589,,,0.367,,,,,,,,,,,,,,0.139
2014-10-05,,,,,,3.771,0.235,0.105,,,,,,,,,0.364,4.729,0.583,,,0.341,,,,,,,,,,,,,,0.144
2014-10-06,,,,,,3.904,0.252,0.101,,,,,,,,,0.364,4.64,0.609,,,0.345,,,,,,,,,,,,,,0.168
2014-10-07,,,,,,3.949,0.241,0.106,,,,,,,,,0.37,4.59,0.652,,,0.354,,,,,,,,,,,,,,0.21
2014-10-08,,,,,,4.007,0.245,0.103,,,,,,,,,0.375,4.573,0.672,,,0.358,,,,,,,,,,,,,,0.226
2014-10-09,,,,,,4.059,0.244,0.101,,,,,,,,,0.371,4.636,0.692,,,0.358,,,,,,,,,,,,,,0.201
2014-10-10,,,,,,4.154,0.255,0.105,,,,,,,,,0.385,4.619,0.733,,,0.377,,,,,,,,,,,,,,0.204
2014-10-11,,,,,,3.926,0.259,0.103,,,,,,,,,0.381,4.575,0.713,,,0.364,,,,,,,,,,,,,,0.232
2014-10-12,,,,,,3.891,0.26,0.103,,,,,,,,,0.339,4.386,0.634,,,0.34,,,,,,,,,,,,,,0.224
2014-10-13,,,,,,3.85,0.261,0.107,,,,,,,,,0.326,4.449,0.619,,,0.338,,,,,,,,,,,,,,0.226
2014-10-14,,,,,,3.816,0.263,0.105,,,,,,,,,0.319,4.409,0.611,,,0.337,,,,,,,,,,,,,,0.236
2014-10-15,,,,,,3.896,0.26,0.104,,,,,,,,,0.319,4.619,0.625,,,0.348,,,,,,,,,,,,,,0.239
2014-10-16,,,,,,4.031,0.272,0.109,,,,,,,,,0.314,4.673,0.624,,,0.347,,,,,,,,,,,,,,0.233
2014-10-17,,,,,,4.093,0.266,0.112,,,,,,,,,0.32,4.748,0.638,,,0.348,,,,,,,,,,,,,,0.226
2014-10-18,,,,,,3.923,0.258,0.11,,,,,,,,,0.301,4.579,0.616,,,0.34,,,,,,,,,,,,,,0.225
2014-10-19,,,,,,3.883,0.255,0.108,,,,,,,,,0.261,4.329,0.548,,,0.309,,,,,,,,,,,,,,0.213
2014-10-20,,,,,,3.85,0.241,0.112,,,,,,,,,0.26,4.428,0.53,,,0.293,,,,,,,,,,,,,,0.209
2014-10-21,,,,,,3.95,0.244,0.107,,,,,,,,,0.266,4.467,0.533,,,0.292,,,,,,,,,,,,,,0.21
2014-10-22,,,,,,3.751,0.24,0.108,,,,,,,,,0.258,4.372,0.526,,,0.29,,,,,,,,,,,,,,0.209
2014-10-23,,,,,,3.918,0.233,0.114,,,,,,,,,0.252,4.517,0.53,,,0.282,,,,,,,,,,,,,,0.206
2014-10-24,,,,,,4.07,0.23,0.121,,,,,,,,,0.264,4.555,0.56,,,0.307,,,,,,,,,,,,,,0.212
2014-10-25,,,,,,4.015,0.227,0.122,,,,,,,,,0.258,4.603,0.537,,,0.297,,,,,,,,,,,,,,0.218
2014-10-26,,,,,,3.878,0.217,0.115,,,,,,,,,0.232,4.603,0.501,,,0.268,,,,,,,,,,,,,,0.22
2014-10-27,,,,,,3.851,0.214,0.121,,,,,,,,,0.228,4.536,0.496,,,0.263,,,,,,,,,,,,,,0.22
2014-10-28,,,,,,3.938,0.215,0.121,,,,,,,,,0.229,4.701,0.49,,,0.268,,,,,,,,,,,,,,0.221
2014-10-29,,,,,,4.024,0.223,0.13,,,,,,,,,0.233,4.692,0.495,,,0.287,,,,,,,,,,,,,,0.234
2014-10-30,,,,,,4.107,0.227,0.125,,,,,,,,,0.232,4.758,0.486,,,0.281,,,,,,,,,,,,,,0.241
2014-10-31,,,,,,4.118,0.225,0.123,,,,,,,,,0.242,4.883,0.507,,,0.302,,,,,,,,,,,,,,0.245
2014-11-01,,,,,,4.115,0.221,0.129,,,,,,,,,0.239,4.762,0.502,,,0.302,,,,,,,,,,,,,,0.246
2014-11-02,,,,,,3.953,0.212,0.124,,,,,,,,,0.217,4.638,0.467,,,0.271,,,,,,,,,,,,,,0.253
2014-11-03,,,,,,4.052,0.203,0.124,,,,,,,,,0.206,4.834,0.435,,,0.256,,,,,,,,,,,,,,0.25
2014-11-04,,,,,,4.082,0.209,0.127,,,,,,,,,0.212,4.817,0.464,,,0.27,,,,,,,,,,,,,,0.255
2014-11-05,,,,,,4.123,0.21,0.126,,,,,,,,,0.214,4.741,0.46,,,0.283,,,,,,,,,,,,,,0.26
2014-11-06,,,,,,4.037,0.203,0.123,,,,,,,,,0.211,4.807,0.451,,,0.271,,,,,,,,,,,,,,0.263
2014-11-07,,,,,,4.051,0.209,0.121,,,,,,,,,0.21,4.747,0.448,,,0.279,,,,,,,,,,,,,,0.273
2014-11-08,,,,,,3.996,0.208,0.119,,,,,,,,,0.198,4.674,0.428,,,0.274,,,,,,,,,,,,,,0.272
2014-11-09,,,,,,3.834,0.205,0.113,,,,,,,,,0.17,4.563,0.371,,,0.245,,,,,,,,,,,,,,0.262
2014-11-10,,,,,,3.888,0.206,0.118,,,,,,,,,0.168,4.606,0.372,,,0.238,,,,,,,,,,,,,,0.275
2014-11-11,,,,,,3.871,0.204,0.116,,,,,,,,,0.157,4.62,0.371,,,0.238,,,,,,,,,,,,,,0.287
2014-11-12,,,,,,3.09,0.163,0.096,,,,,,,,,0.115,3.847,0.234,,,0.191,,1.094,,,,,,,,,,,,0.23
2014-11-13,,,,,,3.054,0.158,0.089,,,,,,,,,0.101,3.657,0.193,,,0.167,,0.766,,,,,,,,,,,,0.206
2014-11-14,,,,,,3.117,0.17,0.092,,,,,,,,,0.108,3.768,0.24,,,0.172,,0.73,,,,,,,,,,,,0.23
2014-11-15,,,,,,3.185,0.175,0.099,,,,,,,,,0.101,3.658,0.218,,,0.162,,0.622,,,,,,,,,,,,0.236
2014-11-16,,,,,,2.987,0.164,0.092,,,,,,,,,0.091,3.482,0.179,,,0.137,,0.455,,,,,,,,,,,,0.227
